apartment_,latitude,longitude,place_id,zipcode,website,property_a,map_url,phone,Market_Time,School_Time
The Darlington,33.809701,-84.391496,ChIJbyhzTKkF9YgRvXc-LN357RQ,30309,http://www.thedarlingtonatlanta.com/,"2025 Peachtree St NE, Atlanta, GA 30309, USA",https://maps.google.com/?cid=1508136178564364221,(404) 351-5474,50 mins,39 mins
Camden Brookwood Apartments,33.802936,-84.397144,ChIJdddL5P8E9YgRGF4z_2cw4k0,30309,https://www.camdenliving.com/atlanta-ga-apartments/camden-brookwood,"147 26th St NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=5612101308878380568,(404) 541-0805,23 mins,33 mins
Post Parkside,33.782038,-84.379541,ChIJf-aCvkEE9YgRZrFffg2QJUg,30309,http://www.postproperties.com/GA/Atlanta/Midtown/Post-Parkside,"250 10th St NE, Atlanta, GA 30309, USA",https://maps.google.com/?cid=5198719732498280806,(404) 817-8030,4 mins,19 mins
Bryson Square at City Park,33.803508,-84.401927,ChIJHc0D7f0E9YgRPOvxvVKCL24,30309,http://www.brysonsquare.com/,"225 26th St NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=7939707959963151164,(404) 870-9709,23 mins,33 mins
100 Midtown Apartments,33.781227,-84.390101,ChIJiQ6H8l0E9YgRuNf8HKchVmQ,30309,http://100midtown.com/,"100 10th St NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=7230003253419497400,(404) 961-7130,4 mins,19 mins
1045 on the Park Apartment Homes,33.783092,-84.379409,ChIJOzubW68F9YgRwomNWOyuxrs,30309,http://www.1045onthepark.com/,"1045 Piedmont Ave NE, Atlanta, GA 30309, USA",https://maps.google.com/?cid=13530694460602419650,(404) 720-5784,4 mins,19 mins
"Atlanta Furnished Apartments, Corporate Apartments",33.780043,-84.383892,ChIJs1u-JGgE9YgRwq8ohAHSZDA,30309,http://www.executivecorporateliving.com/,"925B Peachtree St NE, Atlanta, GA 30309, USA",https://maps.google.com/?cid=3487142915445665730,(678) 208-0480,4 mins,19 mins
Peachtree Park Apartments,33.813665,-84.389933,ChIJvQGoW68F9YgRzrfgtkw_N7U,30309,http://www.peachtreeparkapartments.com/,"1000 Peachtree Park Dr NE, Atlanta, GA 30309, USA",https://maps.google.com/?cid=13057975243302287310,(404) 890-7234,50 mins,39 mins
Allure At Brookwood,33.811073,-84.389475,ChIJXRDx0a4F9YgRLKxk8qFcOHE,30309,http://allurebrookwood.maac.com/,"40 Peachtree Valley Rd NE, Atlanta, GA 30309, USA",https://maps.google.com/?cid=8158372575607827500,(404) 350-3033,50 mins,39 mins
Brookwood Valley,33.809986,-84.38936,ChIJ-yHZcakF9YgR96F6tNGnSBQ,30309,http://www.brookwoodvalley.com/,"2035 Peachtree Rd, Atlanta, GA 30309, USA",https://maps.google.com/?cid=1461602598199665143,(404) 352-1013,50 mins,39 mins
77 12th,33.784345,-84.384946,ChIJzYSEBUME9YgRT1yH2dSMRYg,30309,http://www.7712th.com/,"77 12th St NE, Atlanta, GA 30309, USA",https://maps.google.com/?cid=9819409408361716815,(404) 872-9080,4 mins,19 mins
Oakland City West End Apartments,33.720166,-84.426129,ChIJ37wfPCYD9YgRgH09YexReM4,30310, ,"1191 Oakland Ln SW, Atlanta, GA 30310, USA",https://maps.google.com/?cid=14877731444703985024,(404) 753-1701,13 mins,15 mins
Venetian Hills Apartments,33.710813,-84.448446,ChIJ81x1VC8d9YgR_EgsnoeyZRQ,30310,http://venetianhills.webs.com/,"1829 Campbellton Rd SW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=1469777148950366460,(404) 753-7558,38 mins,9 mins
Cascade Garden Apartments,33.734797,-84.437453,ChIJE8ZszzQD9YgRuMaM0lUhGNo,30310, ,"763 Cascade Ave SW # 10, Atlanta, GA 30310, USA",https://maps.google.com/?cid=15715347552197723832,(404) 755-7368,41 mins,12 mins
Oakland Park Townhomes,33.720794,-84.427262,ChIJG-SHASYD9YgR9IacGeiSr1o,30310, ,"1240 Oakland Dr SW, Atlanta, GA 30310, USA",https://maps.google.com/?cid=6534603109897635572,(404) 752-8937,28 mins,21 mins
Heritage Station Apartments,33.733552,-84.402763,ChIJGVmUfgwD9YgRXJwlxl8RtDU,30310,http://www.heritagestationatlanta.com/,"765 McDaniel St SW, Atlanta, GA 30310, USA",https://maps.google.com/?cid=3869737082862017628,(404) 588-5522,21 mins,6 mins
Donnelly Courts,33.733574,-84.428439,ChIJjaRLQzcD9YgRD3I8_Pfxsqg,30310, ,"1250 Donnelly Ave SW, Atlanta, GA 30310, USA",https://maps.google.com/?cid=12156044391617425935,(404) 835-7247,41 mins,12 mins
One Source Atlanta Property Management,33.742981,-84.43767,ChIJL5UwREsD9YgRlnnpCp5hNAg,30310,http://www.onesourceatlanta.com/,"1530 Ralph David Abernathy Blvd, Atlanta, GA 30310, USA",https://maps.google.com/?cid=591204782508177814,(678) 705-7877,41 mins,12 mins
Chateau Chennault,33.758269,-84.418024,ChIJlQUew18D9YgRVgBMuvrODlc,30310, ,"936 Mayson Turner Rd NW, Atlanta, GA 30314, Atlanta, GA 30314, USA",https://maps.google.com/?cid=6273178907236368470, ,34 mins,4 mins
Caribu Apartments,33.699914,-84.419658,ChIJm9S-NcIC9YgRoeRuRGfxZnk,30310, ,"2001 Sylvan Rd SW, Atlanta, GA 30310, USA",https://maps.google.com/?cid=8747944752045810849,(404) 755-8521,15 mins,9 mins
Ashley West End,33.73502,-84.41492,ChIJMbPgAxUD9YgRY0oBtjIXjKo,30310,http://www.ashleywestend.com/,"717 Lee St SW, Atlanta, GA 30310, USA",https://maps.google.com/?cid=12289222989756582499,(877) 741-5933,33 mins,10 mins
Ashby Park Apartments,33.762271,-84.416774,ChIJpUlMgZ8E9YgRLHp5RI1UzsI,30310, ,"880 Rock St NW, Atlanta, GA 30314, USA",https://maps.google.com/?cid=14037250054276348460,(404) 221-9055,45 mins,11 mins
Capitol View Apartments,33.722367,-84.408232,ChIJtbinFxsD9YgRtVVGnQNuki0,30310, ,"1191 Metropolitan Pkwy SW # 6, Atlanta, GA 30310, USA",https://maps.google.com/?cid=3283808040109102517,(404) 753-5000,17 mins,6 mins
Donnelly Gardens Apartments,33.734087,-84.428478,ChIJv-RxCTcD9YgRnbU6oJ6kw6s,30310,http://rjamesproperties.com/properties/donnellygardens/,"1295 Donnelly Ave SW, Atlanta, GA 30310, USA",https://maps.google.com/?cid=12376917202144245149,(404) 755-6142,41 mins,12 mins
Ashley Collegetown Apartments,33.745048,-84.417841,ChIJZ9eqdkID9YgRZfBqVB-7UNI,30310,http://www.ashleycollegetown.com/contact.php,"387 Joseph E Lowery Blvd SW, Atlanta, GA 30310, USA",https://maps.google.com/?cid=15154818489336393829,(844) 711-3987,34 mins,4 mins
Veranda At Collegetown,33.743887,-84.41898,ChIJZy2NN0ID9YgRH5vH5OO23Es,30310,http://www.integral-online.com/,"372 Legacy Dr SW, Atlanta, GA 30310, USA",https://maps.google.com/?cid=5466445137633057567,(404) 756-3018,33 mins,10 mins
1890 Adams House Apartments,33.703437,-84.462633,ChIJ0Qj2HRcd9YgRB5Zhc_czQc4,30311,http://www.adamshouseapartments.com/,"2280 Campbellton Road, Atlanta, GA 30311, USA",https://maps.google.com/?cid=14862217383185061383,(404) 346-0550,48 mins,32 mins
Abbey Ridge Apartments,33.750373,-84.489284,ChIJ1-1JOGUc9YgRgYkC-f2nKnA,30311, ,"3136 M.L.K. Jr Dr NW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=8082457190516033921,(404) 691-3963,1 hour 17 mins,22 mins
Harmony Plaza 1 Apartments,33.703874,-84.45325,ChIJ1a3rvTsd9YgRBoN-LCWKoZs,30311,http://rjamesproperties.com/properties/plaza1/,"1871 Plaza Ln SW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=11214396439394157318,(404) 755-6445,38 mins,9 mins
Dogwood Apartments,33.750331,-84.469156,ChIJ1V3fDpAc9YgRs5o8tpFfPU0,30311, ,"95 Peyton Rd SW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=5565709793932122803,(404) 696-2602,1 hour 31 mins,16 mins
Appletree Townhouses,33.703688,-84.464287,ChIJ2eRb1BYd9YgRYdB0X8WtL04,30311, ,"2328 Campbellton Rd SW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=5633912722085433441,(404) 349-7988,48 mins,32 mins
Regal Heights Apartments,33.702548,-84.474784,ChIJ35uhTAkd9YgRDXHpgVU9E34,30311,http://rjamesproperties.com/properties/regal-heights-apartments/,"2640 Campbellton Rd SW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=9084672310797496589,(404) 349-0877,26 mins,8 mins
Allen Hills Apartments,33.753953,-84.488788,ChIJ8X4uAHAc9YgRIzTJsUr6lkM,30311, ,"3086 Middleton Rd NW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=4870355245765047331,(404) 505-1790,1 hour 17 mins,22 mins
Towne West Manor- Atlanta,33.747247,-84.496806,ChIJ8YCzD2wc9YgRLwcNQSZMkl0,30311,http://www.townewestmanor.com/,"330 Brownlee Rd SW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=6742535319310894895,(404) 699-7178,1 hour 0 mins,12 mins
Deerfield Gardens,33.699284,-84.484696,ChIJ9boAKqEd9YgR0RoLw48i-aQ,30311,http://www.deerfieldgardens.com/,"2909 Campbellton Rd SW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=11887570692269087441,(404) 344-6080,45 mins,9 mins
Hidden Village Apartments,33.708035,-84.487465,ChIJBRQCZq8d9YgRGmPBKsRD4-M,30311,http://www.hiddenvillageatlanta.com/,"3041 Landrum Dr SW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=16421043176132928282,(404) 349-9440,56 mins,26 mins
Aspen Courts,33.70996,-84.444329,ChIJCcnLsC4d9YgRI3UQKBiE0fs,30311, ,"1631 Stanton Rd SW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=18145429612938687779,(404) 767-0297,38 mins,9 mins
Park Commons Apartments,33.750141,-84.473374,ChIJdfUCbI8c9YgRFabF1Nc2Rrs,30311, ,"150 Peyton Pl SW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=13494533634077861397, ,1 hour 31 mins,16 mins
Sierra Ridge,33.754904,-84.486491,ChIJE5ucg3sc9YgRr_fivYDE7po,30311,http://www.sierraridgeatlanta.com/,"3020 Delmar Ln NW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=11164076583518664623,(404) 500-4692,1 hour 17 mins,22 mins
Brentwood Creek,33.700815,-84.450652,ChIJgQQN0zsd9YgRdx3W44xAI44,30311,http://www.brentwoodcreekapartments.com/,"1935 Alison Ct SW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=10242100951432699255,(404) 768-6344,20 mins,19 mins
Shamrock Gardens Apartments,33.706414,-84.453365,ChIJhR7wqTwd9YgRZ140jE4Fzrg,30311,http://www.shamrockatl.com/,"1988 Plaza Ln SW #43, Atlanta, GA 30311, USA",https://maps.google.com/?cid=13316586983098965607,(404) 758-7190,38 mins,9 mins
Columbia Commons Apartments,33.751497,-84.470531,ChIJMbts-I8c9YgRiscBgpAax4E,30311,http://www.columbiares.com/property/columbia-commons,"2524 M.L.K. Jr Dr NW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=9351472359216891786,(404) 699-7597,1 hour 31 mins,16 mins
Eagles Nest Apartments,33.705481,-84.48326,ChIJNUn5wqYd9YgR8Me8Q1J7SXM,30311, ,"2900 Landrum Dr SW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=8307306580915570672,(404) 349-7454,56 mins,26 mins
QLS Haven Apartments,33.707983,-84.448158,ChIJqTSAZS8d9YgRCX8su5AklCU,30311,http://www.qualitylivingservices.org/index.php?option=com_content&task=view&id=15&Itemid=28,"1840 Campbellton Rd SW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=2707829479990656777,(404) 762-0934,38 mins,9 mins
Centra Villa Apartments,33.707999,-84.456074,ChIJr9gKrCMd9YgRAirSCWlWbYM,30311,http://rjamesproperties.com/properties/centra-villa-apartments/,"1717 Centra Villa Dr SW, Atlanta, GA 30311, USA",https://maps.google.com/?cid=9470320600566344194,(404) 753-2888,38 mins,9 mins
AMLI Parkside,33.765663,-84.365526,ChIJbaWsEg8E9YgRuOrQwvFLRHg,30312,http://www.amli.com/apartments/atlanta/Downtown/Atlanta/parkside,"660 Ralph McGill Blvd NE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=8666135084695349944,(404) 267-0968,9 mins,20 mins
Pencil Factory Flats & Shops,33.749726,-84.37801,ChIJBfK5TIwD9YgR2hsrinRNmGU,30312,http://www.pencilatl.com/,"349 Decatur St SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=7320686357220367322,(844) 723-4404,5 mins,15 mins
Henderson Place,33.757889,-84.370495,ChIJbVv0CQoE9YgRL3YaVYx85ds,30312,http://hendersonpl.vsites.com/home,"520 Irwin St NE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=15845207806138021423,(404) 589-1374,4 mins,8 mins
Camden Vantage Apartments,33.758383,-84.374713,ChIJE-SougoE9YgRYW_BhuDXiUE,30312,https://www.camdenliving.com/atlanta-ga-apartments/camden-vantage,"180 Jackson St NE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=4722543043608145761,(404) 221-0360,4 mins,8 mins
Mechanicsville Station,33.740582,-84.404784,ChIJeZUORXID9YgRSXwn5CHr6MM,30312,http://www.mechanicsvilleliving.com/mechanicsville-station/,"520 Fulton St SW, Atlanta, GA 30312, USA",https://maps.google.com/?cid=14116791562787060809,(404) 584-6600,21 mins,6 mins
Block Lofts,33.766297,-84.362501,ChIJfwKa-AQE9YgRs7NInEFdM7I,30312,http://www.blockloftsapartments.com/,"747 Ralph McGill Blvd NE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=12840709498939683763,(404) 907-2374,9 mins,20 mins
GE Tower Loft Apartments,33.737829,-84.403841,ChIJGZzOPHMD9YgRRsD7WNa6dzc,30312,http://www.getower.com/,"490 Glenn St SW, Atlanta, GA 30312, USA",https://maps.google.com/?cid=3996868624093265990,(404) 653-0988,21 mins,6 mins
The Burnett At Grant Park,33.729917,-84.364259,ChIJiVKdrtwD9YgR02fPn41Jgxg,30312,http://www.burnettgrantpark.com/,"880 Confederate Ave SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=1766336351479752659,(404) 635-1234,14 mins,22 mins
Highland Walk Apartments,33.761219,-84.364637,ChIJr_gumggE9YgRVrWdLVAXi9g,30312,http://highlandwalk.com/,"701 Highland Ave NE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=15603590967085348182,(404) 526-9555,9 mins,20 mins
Auburn Glenn Apartments,33.75294,-84.371815,ChIJR6o3b_QD9YgROF6izpdeCzE,30312,http://www.auburnglenn.com/,"49 Boulevard SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=3534022338702106168,(404) 584-1300,4 mins,8 mins
Trestletree Village,33.728569,-84.362279,ChIJr9X9dtsD9YgRGl0p7h-a5Mw,30312, ,"904 Confederate Ct SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=14764094940357680410,(404) 622-7674,14 mins,22 mins
The Leonard,33.746612,-84.377524,ChIJszQjg5ID9YgRyW6K18DbBbM,30312,http://www.theleonardatl.com/,"301 Memorial Dr SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=12899958328969031369,(404) 335-0058,5 mins,15 mins
Mattress Factory Lofts,33.74818,-84.377859,ChIJw-S7o40D9YgRUUoOqLYydEs,30312,http://bradenfellman.com/apartments/mattressfactory/directions/,"300 M.L.K. Jr Dr SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=5437026410227976785,(404) 659-7988,5 mins,15 mins
Techwood Homes Historic District,33.767776,-84.391668,ChIJ2-fQNmME9YgRHu3jBs04vrA,30313,http://www.artery.org/Techwood.htm,"Atlanta, GA 30313, USA",https://maps.google.com/?cid=12735679249485393182, ,12 mins,2 mins
935M Apartments,33.777675,-84.408647,ChIJc1yhSJIE9YgR61IenOfKnlI,30313,http://www.935m.com/,"935 Marietta St, Atlanta, GA 30318, USA",https://maps.google.com/?cid=5953418853535863531,(404) 876-9356,19 mins,31 mins
Northside Plaza Apartments,33.752648,-84.402274,ChIJkxaP8nsD9YgRBgG6AMX6KUs,30313, ,"440 Markham St SW, Atlanta, GA 30313, USA",https://maps.google.com/?cid=5416135750917423366,(404) 688-9019,13 mins,19 mins
Centennial Park North,33.769061,-84.392185,ChIJNdVdtnwE9YgR17ClRtg6fHM,30313, ,"536 Centennial Olympic Park Dr NW, Atlanta, GA 30313, USA",https://maps.google.com/?cid=8321590912046444759,(404) 881-9614,12 mins,2 mins
Friendship Tower Apartments,33.753557,-84.403193,ChIJt_1SdHwD9YgR-yBIknzDDk8,30313, ,"35 Northside Dr SW, Atlanta, GA 30313, USA",https://maps.google.com/?cid=5696705518467817723,(404) 681-2873,13 mins,19 mins
M Street,33.776951,-84.40847,ChIJu-ozPJIE9YgR___IeLF2WNg,30313,http://www.mstreetatlanta.com/,"950 Marietta St, Atlanta, GA 30318, USA",https://maps.google.com/?cid=15589340614750699519,(844) 233-1701,19 mins,31 mins
Faith Hill Apartments,33.763275,-84.45443,ChIJ8S4jLl8b9YgRPHcKP17WJuA,30314, ,"2046 Joseph E. Boone Blvd NW, Atlanta, GA 30314, USA",https://maps.google.com/?cid=16151832813883782972,(404) 799-2634,1 hour 25 mins,31 mins
Westmar Student Lofts,33.778137,-84.412344,ChIJ9e54GZUE9YgRsWL-CBvlj98,30314,http://westmarlofts.com/,"800 West Marietta St NW, Atlanta, GA 30318, USA",https://maps.google.com/?cid=16109346296405320369,(404) 602-0717,44 mins,33 mins
Berean Village,33.748697,-84.43377,ChIJb1_e700D9YgRnqW7aU6Fcfo,30314, ,"230 Westview Pl SW, Atlanta, GA 30314, USA",https://maps.google.com/?cid=18046351753678136734, ,56 mins,24 mins
CAU Suites,33.751521,-84.411692,ChIJe2Ds1WUD9YgRJz4UPQOCxps,30314,http://www.causuites.com/,"128 Mildred St SW, Atlanta, GA 30314, USA",https://maps.google.com/?cid=11224802071688789543,(404) 880-8690,34 mins,4 mins
Heritage Commons,33.753894,-84.412995,ChIJj5Q_Q2ED9YgRm3Sfj30Deh0,30314,http://www.heritagecommonscau.com/,"15 James P Brawley Dr SW, Atlanta, GA 30314, USA",https://maps.google.com/?cid=2124014012073997467,(404) 688-4573,34 mins,4 mins
Making A Way Housing,33.764124,-84.449484,ChIJLYiPLVgb9YgRFXhE9sQrWdw,30314,http://www.makingawayhousing.org/,"1905 Joseph E. Boone Blvd NW, Atlanta, GA 30314, USA",https://maps.google.com/?cid=15877770086216661013,(404) 794-3052,1 hour 25 mins,31 mins
Azalea Gardens Apartments,33.763859,-84.423574,ChIJp8fwwKYE9YgRCNvtA8b_4Pg,30314, ,"324 Archer Way NW, Atlanta, GA 30314, USA",https://maps.google.com/?cid=17933614942123842312,(404) 584-6101,45 mins,11 mins
"Opportunity & Carbo Properties, LLC.",33.763926,-84.428691,ChIJT4zvjKgE9YgREDI_IHVATHs,30314,http://www.opportunityproperties.net/,"1247 Joseph E. Boone Blvd NW #47, Atlanta, GA 30314, USA",https://maps.google.com/?cid=8884547036691509776,(404) 755-9300,1 hour 2 mins,13 mins
Ferdows Gardens,33.757965,-84.419744,ChIJYcetp18D9YgR14ntktuLfI8,30314,http://www.liliproperties.com/,"961 Desoto St NW, Atlanta, GA 30314, USA",https://maps.google.com/?cid=10339292619714955735,(404) 665-6400,34 mins,4 mins
Collier Heights Apartments,33.764942,-84.457744,ChIJz_d-Nl4b9YgRAMn03UusdIE,30314, ,"2125 Joseph E. Boone Blvd NW, Atlanta, GA 30314, USA",https://maps.google.com/?cid=9328270170037471488,(404) 792-0679,1 hour 25 mins,31 mins
Capitol Vanira Apartments,33.728826,-84.387048,ChIJ05x3waQD9YgRBCtKMPQ2hbU,30315, ,"942 Hank Aaron Dr SE, Atlanta, GA 30315, USA",https://maps.google.com/?cid=13079921115177560836,(404) 586-0068,14 mins,5 mins
Columbia Blackshear,33.711511,-84.383133,ChIJact0qlMC9YgRfjodAPwQklY,30315,http://www.columbiares.com/property/columbia-blackshear-senior-residences,"14 Meldon Ave SE, Atlanta, GA 30315, USA",https://maps.google.com/?cid=6238067108381276798,(404) 525-0558,16 mins,11 mins
Forest Cove Apartments,33.708232,-84.359755,ChIJCx4QdCwC9YgRX71xvlRz6f8,30315, ,"900 New Town Cir SE, Atlanta, GA 30315, USA",https://maps.google.com/?cid=18440396957054778719,(404) 622-1074,12 mins,16 mins
Brookside Park Apartments,33.701008,-84.406268,ChIJg4HcGe4C9YgRj2tYmxB_KmA,30315,http://www.brooksideparkatlapts.com/,"565 St Johns Ave SW, Atlanta, GA 30315, USA",https://maps.google.com/?cid=6929490685965396879,(855) 980-6829,30 mins,42 mins
Villas at Lakewood,33.708122,-84.399416,ChIJP4WQLPkC9YgRaGO9iqKTmmE,30315,http://www.thevillasatlakewoodga.com/,"1700 Giben Rd SW, Atlanta, GA 30315, USA",https://maps.google.com/?cid=7033096094414103400,(888) 716-2101,42 mins,20 mins
Manor III Apartments,33.713893,-84.398239,ChIJpxSD0P8C9YgR5aRNn1wo6JI,30315,http://www.cflane.com/id/1778/manor-iii-apartments-atlanta-ga-30315,"1483 Arthur B. Langford Jr. Pkwy, Atlanta, GA 30315, USA",https://maps.google.com/?cid=10585755302409118949,(404) 500-1691,42 mins,20 mins
Constitution Avenue Apartments LP,33.694295,-84.357109,ChIJR3I5HyEC9YgRTpJsa9TDRe4,30315, ,"960 Constitution Rd SE, Atlanta, GA 30315, USA",https://maps.google.com/?cid=17169344471522644558, ,26 mins,15 mins
The Square at Peoplestown,33.730987,-84.388812,ChIJS9k1gqQD9YgRONT6hs8mWGY,30315, ,"875 Hank Aaron Dr SW, Atlanta, GA 30315, USA",https://maps.google.com/?cid=7374687062583858232,(844) 704-3261,14 mins,5 mins
The Station at Richmond Hill Apartments,33.705963,-84.37441,ChIJXVPcPTYC9YgRj5XQAwOz2Fw,30315,http://www.richmondoaksapts.com/,"1770 Richmond Cir SE, Atlanta, GA 30315, USA",https://maps.google.com/?cid=6690294071989147023,(404) 627-6302,11 mins,27 mins
Crogman School Lofts,33.72535,-84.395851,ChIJZUloBKgD9YgRuTyzsdi6lck,30315, ,"1093 West Ave SW #201, Atlanta, GA 30315, USA",https://maps.google.com/?cid=14525721613010418873,(404) 614-0808,17 mins,6 mins
Eagles Run Apartments,33.698436,-84.323683,ChIJ3_jf6LoB9YgRGJ9L3O07o1A,30316, ,"2000 Bouldercrest Rd, Atlanta, GA 30316, USA",https://maps.google.com/?cid=5810553837027303192,(404) 212-8090,1 hour 8 mins,22 mins
Villa Court Apartments,33.725802,-84.358454,ChIJ3dPjutkD9YgR8KEAHtCW4ro,30316, ,"1050 Villa Ct SE, Atlanta, GA 30316, USA",https://maps.google.com/?cid=13466491656391926256,(404) 627-2967,6 mins,30 mins
Charleston Pointe,33.721511,-84.324306,ChIJabGD3w8B9YgRZ6cmFsegbUQ,30316,http://www.charlestonpointehoa.com/outside_home.asp,"1590 Charleston Walk SE, Atlanta, GA 30316, USA",https://maps.google.com/?cid=4930773943971129191,(404) 381-0048,45 mins,23 mins
Ashford East Village,33.715281,-84.327289,ChIJl7P6ZwkB9YgRDSqf937Cdkc,30316,http://www.ashfordeastvillage.com/,"1438 Bouldercrest Rd, Atlanta, GA 30346, USA",https://maps.google.com/?cid=5149517074520812045,(404) 748-4466,31 mins,17 mins
Enso Apartments,33.740861,-84.358907,ChIJLwnm-uMD9YgR2L7zirZytAM,30316,http://ensoapts.com/,"880 Glenwood Ave SE, Atlanta, GA 30316, USA",https://maps.google.com/?cid=266964406262546136,(404) 872-3676,27 mins,16 mins
Highlands of East Atlanta,33.723801,-84.322051,ChIJodFzvRoB9YgRWGmUCW1Jxeg,30316, ,"2051 Flat Shoals Rd SE, Atlanta, GA 30316, USA",https://maps.google.com/?cid=16772893119872264536,(404) 243-1334,45 mins,23 mins
